hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,recall
"(64,)",144,0.17987440894920936,0.0005600258331731927,0.09288623130407622,0.7093308884232012,81,676,-1.0
"(64, 32)",115,0.2946773730014099,0.00027768921032498076,0.029859227482630948,0.7854928766651074,82,347,-1.0
"(64,)",127,0.022644442594574394,0.0006028586714722339,0.02888328143190397,0.5196669100680155,86,616,-1.0
"(64,)",75,0.39240270648102826,0.000822391737544337,0.06381964102675532,0.771189943974844,86,680,-1.0
"(64,)",138,0.39842894877815527,0.000614516869499389,0.0755095476749501,0.11668824212131505,91,537,-1.0
"(64,)",114,0.27831916405738816,7.433152053770879e-05,0.020447944333495192,0.8589719769290024,76,218,-1.0
"(64,)",133,0.06327069719738214,0.00039304855854244586,0.042856566862020634,0.2322064709026424,93,290,-1.0
"(64, 32)",71,0.11604905679350482,4.7770257550434144e-05,0.0995510816112823,0.12997660444415918,76,158,-1.0
"(64, 32)",64,0.010861012313533272,0.0009839225547673659,0.024585123849883737,0.9689128627779526,94,470,-1.0
"(64, 32)",64,0.4,0.00101,0.0001,0.001,75,700,-1.0
"(64, 32)",150,0.0,0.00101,0.1,0.999,95,150,-1.0
"(64, 32)",150,0.4,1e-06,0.0001,0.001,95,700,-1.0
"(64, 32)",64,0.0,1e-06,0.1,0.999,95,700,0.4045119305856833
"(64, 32)",143,0.37109130280897523,1e-06,0.0001,0.999,75,662,0.24190889370932753
"(64,)",92,0.38248221758015943,0.0009379446754030492,0.06718102125608097,0.9642008382828959,81,700,-1.0
"(64, 32)",132,0.11187899429579305,0.0009705773835583497,0.1,0.994897078387401,94,700,-1.0
"(64,)",64,0.4,1e-06,0.0001,0.999,75,700,0.4190889370932755
"(64,)",64,0.4,1e-06,0.0001,0.999,95,700,0.4190889370932755
"(64,)",64,0.4,1e-06,0.0001,0.9365933261304141,93,700,0.4098915401301519
"(64,)",64,0.3345210953636144,6.560033901772002e-05,0.0001,0.999,92,700,0.6012147505422993
"(64,)",64,0.4,8.79261867994308e-05,0.0001,0.999,92,700,0.5927982646420824
"(64,)",64,0.11443279743461417,7.468444625990414e-05,0.0001,0.9424657262270172,85,700,0.5387418655097613
"(64,)",150,0.3727683590173336,0.00101,0.06105256050411346,0.001,95,150,-1.0
"(64,)",126,0.4,7.938506636858459e-05,0.012685381627373017,0.999,95,700,-1.0
"(64,)",65,0.4,7.158880393271595e-05,0.020756998531905095,0.999,88,600,0.6072885032537961
"(64, 32)",150,0.39499851577991446,1e-06,0.1,0.999,75,150,0.22655097613882863
"(64,)",77,0.4,0.0001018480190962036,0.0001,0.999,83,700,-1.0
"(64, 32)",147,0.1004729088470075,0.0001463850342594765,0.0113988182126907,0.999,81,437,0.6096312364425163
"(64,)",147,0.4,0.00012875522676608154,0.06113596416489543,0.999,89,403,-1.0
"(64, 32)",146,0.4,0.0001478048451781402,0.08393087475438352,0.999,79,302,-1.0
"(64, 32)",147,0.0016980417055375457,0.00014888488087849025,0.0001,0.999,90,382,0.6096312364425163
"(64, 32)",147,0.18720985807804,0.00014670522879263516,0.0135621587463203,0.999,81,348,0.5852494577006508
"(64, 32)",147,0.017279732736503055,0.00018895789773242018,0.08284010185751468,0.999,95,700,0.21856832971800433
"(64, 32)",147,0.0,4.107542797082483e-05,0.05262921789778156,0.999,94,417,0.6098915401301519
"(64,)",64,0.3330549022158274,0.00010233184993289729,0.0026853995907959467,0.999,94,555,0.5955748373101952
"(64,)",64,0.28250047860103344,0.00015706285881316557,0.038509945409390275,0.999,87,700,0.3915835140997831
"(64, 32)",147,0.04619501248420486,6.535777470730672e-05,0.02115366364143291,0.9772045276945417,90,674,0.6161388286334056
"(64, 32)",150,0.0,1e-06,0.05543691896184573,0.999,93,150,0.23201735357917572
"(64, 32)",147,0.039086706720985465,0.00010966057076892562,0.014188291347769286,0.999,76,325,0.6166594360086768
"(64,)",64,0.30027995600282087,8.338584910227203e-05,0.0001,0.999,77,450,0.6019956616052061
"(64, 32)",147,0.0,5.095023005228874e-05,0.030063077471048832,0.999,94,227,0.6111930585683297
"(64,)",64,0.30906886968487113,8.263083571116441e-05,0.0001,0.999,91,602,0.5978308026030368
"(64,)",64,0.3336425760865711,8.689418610618195e-05,0.0009591132094324792,0.999,93,571,0.6009544468546638
"(64, 32)",147,0.0,0.0001366354682408202,0.05081273420255729,0.9977902611441453,87,700,-1.0
"(64,)",147,0.05288427308488452,1e-06,0.04907694758921316,0.999,93,650,-1.0
"(64, 32)",146,0.023676508303460988,0.0003142385928817157,0.058161116282610406,0.999,95,700,0.2456399132321041
"(64, 32)",147,0.1924751403802748,0.00045921941833604297,0.016805328032660327,0.9794926383565944,90,630,0.32
"(64, 32)",146,0.0,5.15812665503181e-06,0.051594217810936024,0.999,95,394,-1.0
"(64, 32)",147,0.0974344767171414,1.2899833697278039e-05,0.04944650794835884,0.9703270879908906,79,554,0.5831670281995662
"(64, 32)",147,0.04072372578955615,2.5089040856225914e-05,0.049989917047430055,0.5732072002097152,93,384,-1.0
