hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,f1_score
"(64,)",83,0.09882009008446485,0.009547485965119548,0.055741024798314526,0.3010446117003575,92,181,0.43678577906765825
"(64,)",90,0.15495014995406287,0.005348065184434382,0.04209077002887875,0.8656268539550355,90,318,0.40158940929657677
"(64,)",122,0.21682591410895086,0.008740972110652515,0.053926817718722105,0.7314357329276063,80,493,0.42125984251968507
"(64, 32)",83,0.08099401233501709,0.0019786369815825797,0.060299115080209104,0.4614539208488625,93,410,0.39150121908742597
"(64,)",80,0.2868093127291386,0.005320423734075749,0.07923107336467747,0.11473160417665615,78,643,0.43069213735121703
"(64, 32)",92,0.22346645296378165,0.009674243934133384,0.07234548495188589,0.602029074597427,78,568,0.38662486938349006
"(64,)",142,0.33163947064440225,0.003708410101060904,0.06837170258102994,0.4028867929615031,79,233,0.42372573916198075
"(64, 32)",139,0.0728321333430627,0.005720491406882577,0.02108405301795868,0.3458195870200497,78,359,0.44323100872440657
"(64,)",88,0.029531762210155327,0.005697789177454591,0.03235402682113468,0.877768829777304,92,555,0.4138228983826624
"(64, 32)",125,0.11116451340018203,0.001771658075725505,0.03589727441089825,0.49178677862718223,81,357,0.4038662486938349
"(64, 32)",122,0.2704481982531138,0.004673134454116559,0.03070783159057899,0.7303112019033596,85,405,0.406478578892372
"(64, 32)",137,0.2864153173171001,0.008415774762740842,0.06620329644867584,0.8972806276458143,82,388,0.43409923114768434
"(64,)",144,0.3520597840070206,0.003574978305105395,0.05388022939369255,0.5290593343151556,94,301,0.4237496938027112
"(64,)",66,0.17344519286114643,0.007264711140919198,0.01354761931484464,0.13932423578440625,80,322,0.4627744535385485
"(64,)",89,0.1268668497638282,0.00581768307276408,0.09030321568573754,0.13137950805085008,93,313,0.42880464356974424
"(64, 32)",132,0.3089154482338538,0.005640980364176155,0.003964063722228447,0.22870498068927503,86,426,0.44246782740348223
"(64, 32)",90,0.10102731720758895,0.005286677096794314,0.07563472704817197,0.3820608429635431,77,287,0.38697318007662834
"(64, 32)",74,0.33432771890495355,0.004943074944323099,0.05173880624315023,0.22799330080920271,81,561,0.41338284488018345
"(64,)",79,0.27973714304942154,0.00211823567414987,0.009341522344738626,0.02522662109281289,80,167,0.45535714285714285
"(64, 32)",99,0.03590942719357334,0.007670353643315243,0.031698819407950475,0.6754108935391498,93,316,-1.0
"(64,)",99,0.11526340196399767,0.00099,0.021972283353916218,0.06983094124495674,75,632,0.45650072498791683
"(64,)",116,0.03334537870394826,0.00099,0.01482275325592863,0.5561047085465617,87,409,0.45535714285714285
"(64, 32)",94,0.4,0.00099,0.0001,0.19201309402735459,95,688,-1.0
"(64, 32)",110,0.2381287411243018,0.002639567771938695,0.1,0.24567449510242687,93,666,0.3836386722292763
"(64,)",116,0.0012309041240941769,0.005605712189586104,0.1,0.36909832511198215,85,153,0.4206421186286958
"(64,)",101,0.35024638886982806,0.007489869688843579,0.00010000000000000014,0.08255649693438638,95,167,0.4399355580314688
"(64, 32)",67,0.32322627788367897,0.006008988645838029,0.1,0.4805595941468083,85,657,0.38120242436372964
"(64, 32)",71,0.015148961575618753,0.005676153014371769,0.00010000000000000002,0.9701234930094746,75,699,0.4613924411252436
"(64, 32)",87,0.15071201133571635,0.0011043537470012852,0.00013809758549074454,0.4768585037974385,81,350,0.44212906253530726
"(64, 32)",134,0.1312100613266591,0.00250535007508989,0.07391919299082787,0.10457423065016772,89,678,0.3998606757227447
