hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,recall
"(64, 32)",110,0.292591715408381,5.436657044147546e-06,0.07317384606797289,0.3455975110826905,84,519,-1.0
"(64,)",93,0.1290849247458171,7.214991946525782e-06,0.09000420307148269,0.013512461452244294,84,676,-1.0
"(64, 32)",77,0.020770221356167313,1.4475268895902796e-06,0.07849429290960136,0.3998941654960768,89,347,-1.0
"(64,)",146,0.37154531158460596,5.866979413927394e-06,0.08986617502693399,0.34665524755118005,78,508,-1.0
"(64, 32)",82,0.14239591378113772,2.308029155421205e-06,0.03379570085268652,0.4880659663829862,78,500,-1.0
"(64,)",127,0.036654396732014455,8.304152653019678e-06,0.08768011158605109,0.6896533414002072,91,188,-1.0
"(64, 32)",132,0.06383504517011317,4.456378325031813e-06,0.09874953558654649,0.34764377200402036,76,650,-1.0
"(64,)",140,0.22719580222578292,8.763304702535976e-06,0.006988296251942611,0.7579816557978309,78,699,-1.0
"(64, 32)",116,0.303886786233902,2.30135386921093e-06,0.027775564830457938,0.18605225442013074,85,247,-1.0
"(64, 32)",139,0.18229310269471202,8.247813974465739e-06,0.05769425311517854,0.3193514262270936,90,489,-1.0
"(64, 32)",144,0.343214603567278,4.9959640735548605e-06,0.0046404632628351825,0.8052519727387449,88,360,0.33825018076644975
"(64, 32)",95,0.35319276152637946,4.5875064439491197e-07,0.03276823118573753,0.999,93,190,0.24613159797541576
"(64,)",105,0.3915067311299862,4.735611582751358e-06,0.06149613474189542,0.9989133019545946,91,319,0.47621113521330444
"(64, 32)",139,0.10637501130922251,4.164000461933004e-06,0.07137025808815878,0.0010705938972461397,85,610,-1.0
"(64, 32)",71,0.03585238890436973,9.0037769283589e-06,0.07356304136863089,0.8997853709730768,91,301,-1.0
"(64,)",96,0.4,8.01964891072257e-06,0.08684120404571369,0.5549936858306946,93,662,-1.0
"(64, 32)",88,0.4,4.0334584537050876e-06,0.09729760946662502,0.7091985603731082,78,150,-1.0
"(64, 32)",138,0.4,2.25054068471594e-06,0.05589671288125104,0.999,86,382,0.28561099060014467
"(64,)",65,0.2848590226539457,5.885984254789646e-06,0.022347738067106757,0.999,88,646,0.5516992046276211
"(64,)",114,0.0077305952800677,2.4880958147908342e-06,0.0030310839581644614,0.018786182841215648,95,326,-1.0
"(64, 32)",111,0.00044909915261128765,8.097250920468945e-06,0.09477952647392628,0.9974573654914196,78,694,0.6079537237888647
"(64,)",64,0.27842229953270253,1e-05,0.02396094907640666,0.9715080457714358,91,324,0.5524222704266087
"(64, 32)",68,0.37950110302111206,1e-07,0.08197221631130058,0.8350513507796912,86,697,0.2519161243673174
"(64, 32)",67,0.09473027004544693,1e-05,0.018498675525071243,0.10456985010088223,87,407,0.46044830079537236
"(64,)",118,0.28456107294620236,1e-07,0.09802590558620568,0.08427571487642128,78,660,0.28459869848156183
"(64, 32)",150,0.13866268248518462,1e-07,0.03924542683991249,0.12377510899359413,84,576,0.323355025307303
"(64, 32)",83,0.0771273812518413,1e-07,0.04193707513523423,0.6204883209650977,93,687,0.26522053506869125
"(64, 32)",65,0.27779352959658293,1e-07,0.023794712789006703,0.25370841090181734,91,564,0.3106290672451193
"(64, 32)",84,0.038252997548354574,7.35056328194e-06,0.08290979063069451,0.999,75,573,0.6167751265365148
"(64, 32)",130,0.3522021079786892,1e-05,0.048840238776304314,0.2349918344430367,77,552,-1.0
