hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64, 32)",88,0.1447901140489992,0.00488684014568956,0.026185348376334017,0.19646413358920273,91,676,-1.0
"(64, 32)",86,0.17240235977264515,0.01545921054202147,0.030892016461235114,0.5375911211453968,80,162,-1.0
"(64,)",127,0.020684452418162552,0.0026725928271422806,0.06592071690748634,0.3536766949845277,76,659,-1.0
"(64,)",86,0.3214390949100752,0.010116831376738208,0.025745599138525328,0.5852145492793847,90,565,-1.0
"(64, 32)",84,0.3339836751393344,0.0101920302655736,0.02867006463739751,0.3798835182386065,83,383,-1.0
"(64,)",97,0.048185873107375536,0.014371235879894133,0.07108328795163064,0.7606853046190089,77,644,-1.0
"(64, 32)",79,0.12119355599155218,0.0028666801118577495,0.039839435983856544,0.8146399066234262,76,471,-1.0
"(64, 32)",147,0.005386938550605526,0.0019592207511346677,0.09736958022362688,0.7761322092207895,95,184,-1.0
"(64,)",149,0.3966592487446683,0.017749184016062246,0.06379166190626587,0.9371049444402629,77,156,-1.0
"(64,)",78,0.03870653633067015,0.017818027548530263,0.04464580854861113,0.020798094228831752,95,167,-1.0
"(64, 32)",150,0.4,0.018009999999999998,0.1,0.001,95,700,-1.0
"(64,)",64,0.4,0.00099,0.1,0.001,75,150,-1.0
"(64,)",83,0.3534248150576851,0.002042730301497193,0.002196324625868081,0.9489053691609631,95,637,-1.0
"(64,)",144,0.023926285632672656,0.0022975710414210836,0.025042850626456663,0.13727770140024895,95,179,-1.0
"(64, 32)",143,0.35525164307696855,0.016315707629713194,0.0034060782497514837,0.7985673901510579,75,688,-1.0
"(64, 32)",64,0.0,0.018009999999999998,0.1,0.999,95,150,-1.0
"(64, 32)",67,0.002116482137840148,0.014812410507807579,0.008038062772836292,0.07796295516291565,76,699,-1.0
"(64, 32)",150,0.4,0.00099,0.0001,0.999,75,150,0.7573275473848278
"(64,)",150,0.4,0.00099,0.1,0.0010000000000000304,95,700,-1.0
"(64, 32)",64,0.0,0.00099,0.003366882246100254,0.001,95,700,-1.0
"(64, 32)",129,0.30714862009583443,0.0010481642951040845,0.0001,0.542706551508242,89,601,0.6595636907831864
"(64, 32)",64,0.35960430359215,0.00099,0.1,0.001,94,623,-1.0
"(64, 32)",130,0.040555210909831184,0.00099,0.0003309454345952218,0.813395709623644,76,290,-1.0
"(64, 32)",64,0.36633112482980734,0.0021525010925001137,0.0001,0.12190514262046882,80,700,-1.0
"(64,)",97,0.3621623866435866,0.00099,0.012829226237525842,0.6887505694921674,90,646,0.6810284939436919
"(64, 32)",149,0.3629588079180984,0.00099,0.0001,0.463889068731206,79,645,0.6524632905055898
"(64, 32)",146,0.3752362341326038,0.0010141528508064161,0.002378195922240639,0.999,89,318,0.7590469065235198
"(64, 32)",130,0.4,0.001119237549520731,0.003709067987842069,0.999,87,152,0.7583184050900292
"(64,)",70,0.33217632047008494,0.0011720621924261783,0.00795535080626701,0.999,82,444,0.7402718654718383
"(64, 32)",138,0.3590678862938404,0.0011023537704155666,0.003134155710923511,0.999,79,236,0.7594666196737103
"(64, 32)",143,0.33459540842686336,0.00099,0.0001,0.5135896386271634,86,651,-1.0
"(64, 32)",150,0.2692802691771509,0.0011448116501421416,0.09327211268979292,0.997480315616555,91,150,-1.0
"(64,)",122,0.20664502876848992,0.002863278573621033,0.0024646367718038444,0.9976861638724898,75,184,0.7353213810999197
"(64,)",94,0.0035709273597700052,0.0023187849907192436,0.0001,0.5478390568706336,90,469,-1.0
"(64, 32)",84,0.3496324033235505,0.012133220112932433,0.0001,0.5411093644051314,94,638,-1.0
"(64,)",71,0.2843135259369439,0.00099,0.0001,0.53844582149537,86,434,0.6999210845418139
"(64,)",86,0.355353009864789,0.001316183644209966,0.013055269950857136,0.6862224823782181,87,656,0.6718882138062587
"(64,)",130,0.06048692880092288,0.006439534941582534,0.0061210910543021725,0.6885153862595519,90,214,-1.0
"(64, 32)",123,0.07498331514182406,0.0024759347177557072,0.0001,0.9980924410191543,85,374,0.7250504257808352
"(64,)",98,0.17595309030106987,0.0031721349021890033,0.0001,0.999,81,186,0.7327941310316582
"(64, 32)",65,0.0763185256510272,0.00099,0.028739647794793165,0.6870194645242174,84,221,-1.0
"(64,)",112,0.05579244594832719,0.00115379965776411,0.009506593267774994,0.6874929437014515,89,513,0.6809259595475023
"(64, 32)",114,0.10670945782632457,0.00099,0.0001,0.5406185445354412,83,630,-1.0
"(64, 32)",71,0.2091327357501882,0.0025621063831092416,0.0012083232946405989,0.9988161466604834,80,266,0.7241136439482427
"(64, 32)",110,0.37594796106501227,0.011153999417451285,0.0007353493117966816,0.9988343779037102,78,265,-1.0
"(64, 32)",90,0.32412977888568273,0.0010043239179713891,0.0001,0.5388709795781998,86,598,0.668730991080503
"(64,)",101,0.07934134656403334,0.00099,0.005802165447440037,0.68750296029099,91,439,0.6942838614747509
"(64,)",75,0.13224731801611891,0.00278738557540521,0.0016978471967371415,0.9978873828934816,85,564,0.7430619458497034
"(64,)",126,0.37212352334235566,0.0014834767481729004,0.003020653065218969,0.998931023299877,85,479,0.7364784009374573
"(64, 32)",137,0.1507874708522117,0.0028339346027055467,0.0001,0.995579524347291,84,281,0.7337957612479711
