hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,precision
"(64, 32)",88,0.2551088992906025,4.50227158080493e-06,0.07681469654021,0.5006397190735896,86,153,-1.0
"(64, 32)",85,0.3977705261055837,7.299789771328182e-06,0.09229335690783762,0.16899277149187916,79,521,-1.0
"(64, 32)",78,0.06190122686083354,2.325229636335026e-06,0.041789531652352635,0.7901590270038061,80,432,0.5312390924956369
"(64, 32)",94,0.04073103903349701,9.673580615364224e-06,0.09255372836376001,0.04462496281714577,93,273,-1.0
"(64, 32)",105,0.38107979359399674,9.676003940824885e-06,0.03055992097020299,0.7288741202178738,93,451,-1.0
"(64,)",96,0.23868484397832612,7.387637489246777e-06,0.0955374145135926,0.4269758403987259,81,364,-1.0
"(64, 32)",96,0.36749221795372156,3.726677962749999e-06,0.005977070366015394,0.7093504968332551,88,679,0.5162303664921467
"(64, 32)",83,0.09672408830855925,1.136231169785273e-06,0.0001,0.8750264958601284,79,700,0.3716373986499719
"(64, 32)",106,0.368097215729047,1e-07,0.031139752550017382,0.10404474062684886,83,590,0.22299844989208167
"(64,)",85,0.08650917588395579,1e-07,0.1,0.524649952074971,94,461,0.1918855530184051
"(64,)",150,0.0,2.6727000237791073e-06,0.1,0.10314075453792254,89,700,-1.0
"(64,)",94,0.14604158902243067,6.0559457235557195e-06,0.0001,0.9087431180368261,75,163,-1.0
"(64,)",65,0.3088556037738803,3.218231196093975e-06,0.08712924647880313,0.6918175148419539,94,700,-1.0
"(64,)",69,0.062368373333946875,1e-07,0.08028557723178119,0.24525665857938134,81,220,0.22468588164624675
"(64, 32)",89,0.15059522610482093,2.6061672191291377e-06,0.0001,0.35673817312445744,93,229,-1.0
"(64, 32)",104,0.35129529797221226,2.2039027618091663e-06,0.06466285053455247,0.7485651864737084,76,160,0.24578775511774814
"(64, 32)",117,0.36073704777179705,3.4547425749576887e-06,0.09621212768642072,0.528095097993314,75,700,-1.0
"(64, 32)",106,0.25941703449199666,4.2826559161926436e-07,0.0512833334030993,0.7066950172722464,75,330,0.21018725998412718
"(64, 32)",120,0.3522096981041769,2.4968347912308627e-06,0.026253508872504508,0.9079417108080313,75,700,0.35846422338568934
"(64,)",118,0.38419434728338364,2.3771267185763346e-06,0.01152910741866257,0.7929005992497368,83,552,-1.0
"(64,)",64,0.3988272668315929,1e-07,0.0001,0.38497755281282464,80,159,0.2050218315112057
"(64, 32)",116,0.2334916565289185,1e-07,0.1,0.001,90,434,0.23190221430583496
"(64, 32)",105,0.003077928743535784,4.731116859967342e-06,0.0001,0.845200143771159,89,444,0.6453752181500874
"(64, 32)",77,0.4,2.8952649313281943e-06,0.07831352011762106,0.8577384305286999,95,300,0.3675392670157068
"(64, 32)",64,0.06863288514390466,5.648923908976766e-06,0.0001,0.999,90,184,-1.0
"(64,)",123,0.29260548512952994,1e-05,0.00010000000000000209,0.001,88,150,-1.0
"(64, 32)",66,0.060267319435173765,4.470247510641703e-06,0.1,0.7995161090970344,84,700,-1.0
"(64, 32)",98,0.08952022948583435,3.3638547435694657e-06,0.0001,0.9452481244835673,94,190,-1.0
"(64, 32)",123,0.07558397924241743,3.236677637027358e-06,0.0001,0.39067643250164746,79,540,-1.0
"(64, 32)",130,0.028837583165073916,3.454610889212524e-06,0.0012207734248576663,0.025709189264181035,80,395,-1.0
