hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,f1_score
"(64,)",112,0.3779845060388305,0.005639246611440791,0.004706882093870647,0.5256497351731416,80,479,0.46074042994610914
"(64,)",116,0.2952431166061244,0.002554089019319344,0.04502443065516963,0.5815454506088231,89,335,0.4263322884012539
"(64,)",76,0.3818786281374126,0.0010700650473188873,0.001474805331450951,0.4032862971721669,86,268,0.4518166302844891
"(64,)",148,0.19302173317705087,0.0013939326516581889,0.04435452040750441,0.358107477192304,88,583,0.4341115140420914
"(64,)",112,0.3825398618742057,0.0011900553554988025,0.06880001029030161,0.022411099983562534,93,354,0.42540345988621847
"(64, 32)",120,0.09336282020484224,0.004224973923393178,0.024241151063085435,0.5899237532435023,86,638,0.4349962575554333
"(64,)",69,0.17203418127641057,0.0017042665411400484,0.023042102789273048,0.7023163489057699,83,203,0.4373194881536507
"(64, 32)",80,0.14449144001032493,0.005606308911827795,0.03291868514972558,0.24742132101860698,92,501,0.4284913424846359
"(64,)",145,0.1884750019752391,0.003202800434016465,0.03764546893905893,0.4073798323998292,81,296,0.43893007835951253
"(64,)",66,0.1124752260045783,0.0032887209575232857,0.06501790548880637,0.6516767354701123,80,418,0.426253168455458
"(64, 32)",134,0.03727174993606904,0.0025098703171641734,0.024936264188285814,0.8702729897710146,78,536,0.41617333818686264
"(64,)",100,0.1399824286211961,0.0015153280072536693,0.0101020251863906,0.9376071844759352,82,456,0.4220712710275289
"(64,)",126,0.3028852331314356,0.0021862547516148514,0.03255468618468535,0.81297096413188,86,397,0.42150961827539607
"(64,)",95,0.10820729765740861,0.001468562189705357,0.08953296473242675,0.010718055072844186,78,348,0.4291675739649747
"(64, 32)",91,0.3326425854859328,0.005095915609467681,0.029454865368998454,0.3993284026391981,89,337,0.4226064750452499
"(64, 32)",98,0.023055276844163426,0.002836981285414963,0.09234093876889841,0.5473793945978097,86,438,0.386467256636199
"(64,)",139,0.3284615989496524,0.0035981155866320813,0.08322234203306154,0.33982326130203,89,244,0.42124030575777854
"(64,)",88,0.3703940162252063,0.003927523378512748,0.042940421603970914,0.34500988062987703,89,543,0.4344866573669948
"(64,)",94,0.32925312233133613,0.004208210771517136,0.03771198064760484,0.4683191866805991,82,461,0.4360667806738445
"(64,)",128,0.027551301858829244,0.0055881285062710905,0.0014926534880293596,0.20512933454032944,85,340,0.4761707418151679
"(64,)",120,0.2536424109132897,0.0022083626560144595,0.012577307906752717,0.5978782893377966,79,479,0.45342667036043344
"(64,)",116,0.0876517975758263,0.00456144871548386,0.08713626685697894,0.8608443592315076,91,607,0.4002560417672112
"(64, 32)",77,0.021725855314115,0.0010689318325961482,0.02910561887542036,0.017655926235351085,79,533,0.43625078777165105
"(64,)",113,0.16944105069640517,0.0013253141951243164,0.012578449736465984,0.17801136812372167,91,515,0.45506951293680137
"(64,)",86,0.1662715347653058,0.0055229512365607275,0.06316493922944866,0.5780758398365301,83,487,0.4261976534926244
"(64,)",150,0.2447224690048473,0.00560388808590212,0.07525793407946091,0.477938287109447,94,512,0.42169185074711174
"(64, 32)",146,0.1720846353876714,0.00297611696297656,0.09411391704026843,0.8314968183237375,82,626,0.41231528473434026
"(64,)",129,0.3097970443929008,0.005053400928507791,0.08348490572610028,0.649570524836258,84,393,0.4054336468129571
"(64,)",112,0.09951149393083869,0.005383842007214978,0.0012827646152572926,0.09743008050234882,79,579,0.45883946945903015
"(64, 32)",137,0.3740040488102796,0.0029358566581161446,0.056966848000553016,0.2036268586549093,80,637,0.3917607199254966
