hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,l2norm_pct,max_epochs,auc
"(64, 32)",121,0.26615983101467944,0.0004130708812127599,0.08130725906620512,0.3999751643727708,90,241,-1.0
"(64,)",112,0.08581002961846095,0.0005578200726253192,0.08377160345080263,0.04401673916449767,83,437,-1.0
"(64, 32)",101,0.02038164821133802,0.0006475779022537968,0.05336347225896358,0.4405885562167658,93,275,-1.0
"(64, 32)",102,0.29930551522387006,0.0007732295789267436,0.006638045813380818,0.6379045382205182,81,496,-1.0
"(64,)",136,0.021358517712945,0.00047159743966469916,0.07484813159594657,0.6914560905414665,82,363,-1.0
"(64, 32)",93,0.10112545874878508,0.0005057062691646578,0.06850884153037709,0.9015202417644079,89,190,-1.0
"(64,)",80,0.18620038031357425,0.0008889199193508072,0.07062990764062191,0.9922289763484753,87,504,-1.0
"(64,)",78,0.39905145891504096,7.61505334773022e-05,0.009581625219179421,0.00714952381530352,94,667,-1.0
"(64, 32)",64,0.4,1e-06,0.1,0.999,75,700,0.4848300526750906
"(64,)",150,0.0,1e-06,0.1,0.001,75,150,-1.0
"(64,)",150,0.0,0.00101,0.1,0.999,75,700,-1.0
"(64,)",150,0.0,1e-06,0.0001,0.001,75,700,-1.0
"(64, 32)",150,2.0427822184019613e-18,1e-06,0.0001,0.001,95,150,-1.0
"(64, 32)",150,0.0,1e-06,0.0001,0.001,75,150,-1.0
"(64, 32)",150,0.0,0.00101,0.0001,0.001,95,700,-1.0
"(64,)",88,0.39703572551751787,0.0005667362651762198,0.09986572974102512,0.5056511549371361,81,368,-1.0
"(64, 32)",150,0.0,1e-06,0.00010000000000000178,0.001,95,700,-1.0
"(64, 32)",77,0.0,0.00101,0.1,0.6435689880800944,95,666,-1.0
"(64,)",64,0.0,0.00101,0.0001,0.001,95,150,-1.0
"(64,)",64,0.0,0.0001454659272764286,0.0001,0.001,95,150,-1.0
"(64, 32)",118,0.39921685612053304,0.0006085103759209653,0.0996882472085761,0.9550850081315824,91,485,-1.0
"(64, 32)",150,0.0,0.00101,0.1,0.001,75,150,-1.0
"(64, 32)",86,0.3937445877394184,0.00011023899694526835,0.1,0.8564377926861988,81,700,-1.0
"(64,)",71,0.17985023224708052,0.00101,0.0001,0.001,75,150,-1.0
"(64,)",64,0.0,0.00101,0.0001,0.999,75,150,-1.0
"(64,)",64,0.164456545735633,8.40927985669681e-06,0.018928897062108704,0.3522624137408782,92,658,-1.0
"(64,)",64,9.368079061956923e-18,1e-06,0.0001,0.001,75,150,-1.0
"(64, 32)",125,0.04552727141517455,9.647683423049354e-05,0.1,0.6369647654531227,75,449,-1.0
"(64, 32)",131,0.09972336537507948,9.065374877637867e-06,0.1,0.014183862997174779,85,335,-1.0
"(64, 32)",148,0.4,0.00101,0.0001,0.10989220616862758,76,171,-1.0
"(64,)",64,0.0,0.00101,0.09123825085946444,0.001,95,150,-1.0
"(64,)",141,0.3744699144043163,0.0007027487865246227,0.03754735241149948,0.01964540407388731,75,202,-1.0
"(64,)",64,0.0,0.00101,0.0001,0.001,75,700,-1.0
"(64,)",150,0.3581807029781334,0.000922384283816646,0.07987166685277158,0.999,75,150,-1.0
"(64, 32)",64,7.359198342319575e-19,0.00101,0.0001,0.001,95,150,-1.0
"(64,)",64,0.4,0.0006612750870801448,0.0848361532937522,0.3718684426120698,76,227,-1.0
"(64, 32)",67,0.21715732331998416,0.00101,0.09591085902396126,0.18970890819897615,75,368,-1.0
"(64,)",75,0.39785820393732174,0.0006828654469462099,0.06879328690963837,0.999,81,159,-1.0
"(64,)",150,0.0,1e-06,0.0001,0.999,95,150,-1.0
"(64,)",150,0.368633242466813,0.00101,0.09134070152816527,0.001,75,700,-1.0
"(64, 32)",64,0.0,1e-06,0.00010000000000000227,0.001,95,150,-1.0
"(64,)",117,0.39892989184568606,0.0007524061607576391,0.0001,0.4704862048394666,75,150,-1.0
"(64,)",119,0.38762209385142515,9.096013990666455e-06,0.0626860438207853,0.20645826567950193,75,393,-1.0
"(64,)",64,0.0,0.00101,0.0001,0.999,95,700,-1.0
"(64,)",64,0.30158783879211637,3.4509787856300854e-05,0.0997527695939749,0.651389053800829,94,407,-1.0
"(64, 32)",64,0.051668899200092766,0.00033202449981175057,0.1,0.9659250441992411,94,664,-1.0
"(64,)",67,0.2630191062886086,4.471950093808221e-05,0.017651351585702513,0.9743834901884308,79,673,0.7388141847306706
"(64,)",64,0.310681758202882,3.649160753546897e-05,0.0915055787982325,0.9751406411922414,93,571,-1.0
"(64,)",64,0.00826057807508619,0.000725607058443277,0.0024298186230611576,0.999,79,700,-1.0
"(64,)",67,0.04294078982282693,0.00027794526354327085,0.024551630916768034,0.9769130242988224,89,699,-1.0
