hidden_dims,batch_size,dropout_rate,learning_rate,lam,gamma,auc
"(64, 32)",81,0.0934235734813575,0.0772466136647556,0.0061125828842844,0.3471151739659026,0.5421342181408613
"(64, 32)",70,0.0432824426772949,0.0711819192398281,0.0333593824848378,0.0047555475051861,0.5372477881391927
"(64,)",97,0.0436869495591269,0.0918750141796773,0.0128978479604582,0.0682594907430606,0.535864711481577
"(64,)",84,0.2921882807760915,0.0932321559916463,0.0142172875513167,0.433790978113642,0.535739565477906
"(64,)",133,0.0215526273173775,0.052995085552532,0.0089350150725759,0.3022513892088997,0.5298104654293645
"(64, 32)",116,0.273604004178853,0.08020840523025974,0.02062412709613852,0.3537421495955121,0.5110103596241069
"(64, 32)",94,0.012422983964691884,0.027385879428379323,0.026964692954329787,0.5611684085988569,0.5238045356893648
"(64,)",67,0.19721217578232003,0.03224937199008046,0.024217770494594445,0.21082973329769383,0.5333447497459156
"(64, 32)",68,0.375396751655204,0.08797238736754835,0.060761885690026725,0.4150464455565803,0.4958392272044658
"(64,)",83,0.0771226864819129,0.066959713088326,0.02285227114891683,0.22698789446463782,0.5348585067995996
"(64,)",135,0.2840789838433991,0.06768631946330725,0.048586771675308206,0.5218298804036181,0.5141093586456927
"(64,)",139,0.005559034979769797,0.041811946269702145,0.09917886773600086,0.8633399866722088,0.5128334145518256
"(64, 32)",139,0.14256464071391237,0.09514331055818462,0.010986166285410427,0.584533398598417,0.5292620628422553
"(64,)",68,0.005602565828153463,0.07577540319457154,0.08110499606760169,0.8929473143075779,0.5121648078060768
"(64, 32)",88,0.14933951878535673,0.05025488614736845,0.007878588038305937,0.4853282508849993,0.5388957334693506
"(64, 32)",84,0.3488626087203234,0.028195736955115545,0.00952162420195422,0.724838592663175,0.5214791783596013
"(64, 32)",87,0.06219836785406311,0.06833470456904135,0.01114400065937609,0.11531657106169389,0.5383201092562535
"(64, 32)",66,0.35927604668557533,0.04845237292501292,0.05330187480320804,0.8012619783633775,0.5136227705997907
"(64,)",91,0.3985733609296674,0.055309915413876004,0.016161973836523073,0.5207301893012596,0.5320982078523429
"(64, 32)",70,0.050241678529270986,0.06329769655212067,0.06606764266211455,0.13184720577982767,0.5006246397312015
"(64,)",149,0.04180025713062078,0.07733556137056995,0.09347368124413472,0.31767862282401066,0.4986689252992127
"(64, 32)",106,0.3960138209341995,0.08220841954696156,0.09976830387039395,0.9709090229651577,0.508157433672618
"(64, 32)",149,0.2878191968739824,0.05101374148209531,0.06864453129186822,0.8564764839369607,0.5154848151441833
"(64, 32)",111,0.17007677540794874,0.03624616122097346,0.0987124939612304,0.007489560790841127,0.4958372362453165
"(64, 32)",101,0.12019147277150964,0.06914106853225623,0.013408559835537062,0.14329234103334174,0.5431480429819637
"(64, 32)",107,0.16515773338872736,0.09350466566716295,0.05378682722374196,0.29004165858419295,0.4973439182834519
"(64, 32)",77,0.37987769651144204,0.07748124748399504,0.007006349937149702,0.8389801883125287,0.5170257819729078
"(64, 32)",101,0.15121245542498918,0.06288902856066138,0.05166926892116249,0.9674137323644779,0.5028518238133883
"(64,)",111,0.03445408306412539,0.0696696681581931,0.04323712176201469,0.15575439398536564,0.5216433613837356
"(64,)",124,0.22202204113530943,0.08862786172650183,0.05683954604405792,0.1415766477819873,0.5098184505976671
